data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-09-13 14:40:35.144480;535;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Ramon Demeo;masculino;dinheiro
2025-09-14 08:47:09.349374;536;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Alexandra Frizzell;feminino;pix
2025-09-14 09:26:24.079828;537;São Paulo;Lucas Pereira;Tablet Apple Ipad;Lillie Lieu;feminino;boleto
2025-09-14 10:59:20.619446;538;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Jerry Langevin;masculino;dinheiro
2025-09-14 11:09:13.850660;539;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Robert Akins;masculino;boleto
2025-09-14 12:29:20.418113;540;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Markus Mulligan;masculino;cartão de crédito
2025-09-14 13:03:56.014393;541;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jimmy Pangallo;masculino;boleto
2025-09-14 16:12:55.257318;542;São Paulo;Lucas Pereira;Smartwatch Garmin;Mary Moons;feminino;pix
2025-09-15 08:56:56.989793;543;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Emily Hurtado;feminino;cartão de crédito
2025-09-15 12:34:52.357649;544;Florianópolis;Gabriela Santos;Smartwatch Garmin;Jessie Shaffer;feminino;dinheiro
2025-09-15 14:35:20.666443;545;Florianópolis;Tiago Lima;Tablet Apple Ipad;Shirly Lowe;feminino;boleto
2025-09-15 16:17:14.039378;546;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Catherine Marshall;feminino;boleto
2025-09-16 06:23:19.118450;547;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Gary Wade;masculino;boleto
2025-09-16 06:30:28.348388;548;Florianópolis;Tiago Lima;Smartwatch Garmin;Ashley Balboa;feminino;cartão de crédito
2025-09-16 06:48:50.555860;549;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Karen Jenkins;feminino;boleto
2025-09-16 07:57:47.647625;550;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Deloris Stricker;feminino;cartão de crédito
2025-09-16 09:02:10.154253;551;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Oscar Moody;masculino;dinheiro
2025-09-16 09:11:19.120443;552;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Margaret Martinez;feminino;pix
2025-09-16 09:35:49.453893;553;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Lynn Thiel;masculino;pix
2025-09-16 11:26:09.521258;554;Florianópolis;Tiago Lima;Smartwatch Garmin;Robert Williams;masculino;cartão de crédito
2025-09-16 12:05:52.793475;555;Florianópolis;Tiago Lima;Fone de Ouvido Sony;John Schreimann;masculino;cartão de crédito
2025-09-16 16:03:06.949624;556;São Paulo;Lucas Pereira;Tablet Apple Ipad;Bernard Midgett;masculino;boleto
2025-09-17 05:53:27.972665;557;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Joseph Wetherington;masculino;boleto
2025-09-17 08:28:10.402234;558;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Michael Schier;masculino;cartão de crédito
2025-09-17 08:35:49.806763;559;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Charles Harrison;masculino;pix
2025-09-17 09:32:44.336975;560;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Sara Marr;feminino;dinheiro
2025-09-17 10:10:16.570842;561;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Dominic Poston;masculino;cartão de crédito
2025-09-17 10:50:14.433407;562;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Sandra Pribbenow;feminino;pix
2025-09-17 13:02:23.774021;563;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Roger Martinez;masculino;pix
2025-09-17 13:46:10.422995;564;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Annie Hodges;feminino;boleto
2025-09-17 14:11:07.849076;565;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Debbie Kassing;feminino;dinheiro
2025-09-17 16:06:55.926816;566;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Glenda Stills;feminino;cartão de crédito
2025-09-18 06:05:20.254285;567;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Carol Freeman;feminino;dinheiro
2025-09-18 07:39:09.364019;568;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Mia Rodrigues;feminino;cartão de crédito
2025-09-18 08:22:07.169214;569;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Steven Daner;masculino;boleto
2025-09-18 09:46:42.378407;570;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Virginia Hales;feminino;pix
2025-09-18 10:23:07.263288;571;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Barbara Stephens;feminino;dinheiro
2025-09-18 12:43:08.733380;572;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Dora Mcgehee;feminino;cartão de crédito
2025-09-18 12:50:52.773242;573;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Anna Williams;feminino;pix
2025-09-18 13:16:40.927868;574;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Nina Eller;feminino;pix
2025-09-18 13:52:11.286564;575;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Robert Moss;masculino;pix
2025-09-18 14:42:43.283766;576;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Stephanie Ramirez;feminino;pix
2025-09-18 15:55:54.847090;577;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Frances Cohen;feminino;cartão de crédito
2025-09-18 16:38:51.652090;578;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Thelma Munez;feminino;boleto
2025-09-19 06:29:44.317444;579;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Reginald Miller;masculino;boleto
2025-09-19 06:59:09.186486;580;Florianópolis;Gabriela Santos;Smartwatch Garmin;William Thigpen;masculino;boleto
2025-09-19 07:45:31.161898;581;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Devin Milam;masculino;cartão de crédito
2025-09-19 13:16:11.371586;582;São Paulo;Ana Oliveira;Smartwatch Garmin;William Martin;masculino;dinheiro
2025-09-19 16:26:20.045093;583;São Paulo;Ana Oliveira;Smartwatch Garmin;Zachary Donis;masculino;dinheiro
2025-09-20 09:11:53.353693;584;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Marie Joseph;feminino;pix
2025-09-20 10:53:09.097347;585;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Almeda Cain;feminino;pix
2025-09-20 11:43:10.212035;586;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Pauline Haines;feminino;boleto
2025-09-20 15:18:09.656164;587;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jacob Mayo;masculino;cartão de crédito
2025-09-21 05:49:10.384011;588;São Paulo;Ana Oliveira;Notebook Dell Inspiron;William Olson;masculino;boleto
2025-09-21 06:32:10.986888;589;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Allison Granfield;feminino;boleto
2025-09-21 08:24:55.204671;590;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Anna Ferguson;feminino;cartão de crédito
2025-09-21 08:32:44.637466;591;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Gerald Legrand;masculino;pix
2025-09-21 13:14:47.603927;592;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Edward Brown;masculino;pix
2025-09-21 15:25:09.254981;593;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Maria Allen;feminino;pix
2025-09-21 16:22:50.824400;594;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Grace Brown;feminino;dinheiro
2025-09-22 08:27:56.313264;595;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Ann Mcloughlin;feminino;dinheiro
2025-09-22 10:12:11.388114;596;Florianópolis;Tiago Lima;Smartwatch Garmin;Josefina Parkhurst;feminino;dinheiro
2025-09-22 10:36:18.180391;597;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Jennie Olson;feminino;boleto
2025-09-22 11:40:14.515379;598;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Donna Pulley;feminino;dinheiro
2025-09-22 16:14:51.641321;599;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Susannah Hamilton;feminino;boleto
2025-09-22 16:25:43.335777;600;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Robert Hughes;masculino;cartão de crédito
2025-09-23 06:36:07.544311;601;Florianópolis;Gabriela Santos;Smartwatch Garmin;Shirley Gaitan;feminino;dinheiro
2025-09-23 06:37:13.644077;602;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Eric Torrez;masculino;boleto
2025-09-23 08:19:25.606158;603;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Phillip Cain;masculino;pix
2025-09-23 13:54:20.466254;604;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Constance Blanchard;feminino;boleto
2025-09-23 14:32:33.526930;605;São Paulo;Lucas Pereira;Tablet Apple Ipad;Donna Leberte;feminino;dinheiro
2025-09-24 08:20:18.221504;606;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Elizabeth Hunt;feminino;boleto
2025-09-24 08:50:23.668019;607;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Irene Cook;feminino;pix
2025-09-24 12:19:07.112243;608;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Rose Toban;feminino;dinheiro
2025-09-24 12:41:55.124487;609;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gloria Williams;feminino;cartão de crédito
2025-09-24 13:58:51.492096;610;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Rose Webb;feminino;dinheiro
2025-09-24 15:17:20.417111;611;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jeffery Burke;masculino;boleto
2025-09-24 15:52:53.152379;612;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Lori Chausse;feminino;cartão de crédito
2025-09-24 16:02:11.114083;613;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Marc Voris;masculino;cartão de crédito
2025-09-25 08:44:12.415550;614;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;David Powell;masculino;boleto
2025-09-25 09:42:21.114786;615;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Easter Stramel;feminino;cartão de crédito
2025-09-25 14:43:19.668168;616;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;David Mcallister;masculino;pix
2025-09-26 08:57:10.032767;617;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Lisa Shepherd;feminino;dinheiro
2025-09-26 09:11:51.644317;618;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Betty Bragg;feminino;boleto
2025-09-26 11:00:07.389100;619;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Michael Garmon;masculino;boleto
2025-09-26 11:54:51.052721;620;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Gloria Mcgowan;feminino;dinheiro
2025-09-26 14:25:09.470162;621;Florianópolis;Tiago Lima;Tablet Apple Ipad;Angela Schmidt;feminino;pix
2025-09-26 15:18:13.499253;622;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Roger Robinson;masculino;cartão de crédito
2025-09-27 07:39:52.303556;623;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Michelle Marshall;feminino;cartão de crédito
2025-09-27 11:36:52.978949;624;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Juan Nason;masculino;pix
2025-09-27 12:27:44.629466;625;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;James Outlaw;masculino;boleto
2025-09-27 13:14:51.321793;626;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Lucille Reynolds;feminino;cartão de crédito
2025-09-28 09:03:10.744990;627;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Margaret Williams;feminino;dinheiro
2025-09-28 14:55:55.131480;628;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Ann Wicker;feminino;dinheiro
2025-09-29 12:08:11.655942;629;Florianópolis;Tiago Lima;Tablet Apple Ipad;Richard Nestle;masculino;pix
2025-09-29 13:47:18.156255;630;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Rachel Miller;feminino;boleto
2025-09-29 15:38:49.498893;631;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Emily Ralston;feminino;pix
2025-09-29 16:32:10.320830;632;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Patrick Torres;masculino;pix
2025-09-30 07:59:15.155628;633;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Steven Phillips;masculino;cartão de crédito
2025-09-30 08:54:34.954662;634;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Melanie Stanley;feminino;boleto
2025-09-30 10:35:09.856969;635;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Casey Pesqueira;feminino;cartão de crédito
2025-09-30 14:23:53.409890;636;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Jonathan Hanan;masculino;cartão de crédito
2025-09-30 14:33:39.143994;637;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Gordon Rodriguez;masculino;cartão de crédito
2025-10-01 05:55:19.396337;638;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Emilio Brown;masculino;dinheiro
2025-10-01 09:09:12.116409;639;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Joseph Gulley;masculino;dinheiro
2025-10-01 11:52:51.116863;640;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;John Guzman;masculino;boleto
2025-10-01 13:22:09.166357;641;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Juan Nguyen;masculino;dinheiro
2025-10-01 13:54:11.925391;642;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Juan Byerly;masculino;dinheiro
2025-10-02 06:38:10.283836;643;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Ann Say;feminino;dinheiro
2025-10-02 06:55:51.296196;644;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;James Ross;masculino;boleto
2025-10-02 08:31:14.541813;645;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Ronald Rash;masculino;dinheiro
2025-10-02 10:37:53.332243;646;São Paulo;Ana Oliveira;Tablet Apple Ipad;Thomas Ramer;masculino;boleto
2025-10-02 13:57:44.475098;647;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Eugene Levar;masculino;cartão de crédito
2025-10-02 16:37:09.159332;648;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Hester Robinson;feminino;boleto
2025-10-03 08:01:35.501895;649;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Carol Horton;feminino;pix
2025-10-03 09:11:51.118400;650;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;James Logan;masculino;boleto
2025-10-03 10:32:11.993656;651;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ricardo Dawson;masculino;cartão de crédito
2025-10-03 14:34:10.374140;652;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Corey Frink;masculino;cartão de crédito
2025-10-03 14:57:10.621286;653;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Jennifer Hamm;feminino;pix
2025-10-04 07:45:07.488167;654;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Matthew Benenati;masculino;dinheiro
2025-10-04 09:14:08.938809;655;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Jean Barbour;feminino;boleto
2025-10-04 09:55:08.717392;656;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Rosalie Nagel;feminino;boleto
2025-10-05 05:55:51.784029;657;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;John Ealey;masculino;cartão de crédito
2025-10-05 08:22:44.812532;658;São Paulo;Ana Oliveira;Notebook Dell Inspiron;George Hutchison;masculino;boleto
2025-10-05 09:34:51.119401;659;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ernest Carter;masculino;pix
2025-10-05 11:04:08.795912;660;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Christopher Christian;masculino;pix
2025-10-05 12:23:54.348041;661;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Marvin Joos;masculino;pix
2025-10-05 14:09:51.625990;662;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;William Johnson;masculino;cartão de crédito
2025-10-05 14:27:19.113443;663;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Bonnie Light;feminino;cartão de crédito
2025-10-05 16:07:15.163628;664;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Christopher Malick;masculino;boleto
2025-10-05 16:38:53.447769;665;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Gloria Meikle;feminino;boleto
2025-10-06 09:01:18.118281;666;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;James Anderson;masculino;dinheiro
2025-10-06 10:44:50.348694;667;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Mary Hyatt;feminino;pix
2025-10-06 11:07:20.456245;668;São Paulo;Lucas Pereira;Smartwatch Garmin;Jean Kimball;feminino;cartão de crédito
2025-10-06 13:08:17.819717;669;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Joy Roberts;feminino;dinheiro
2025-10-07 08:36:52.265553;670;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Joey Mayo;masculino;dinheiro
2025-10-07 09:14:20.782546;671;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Charles Crumble;masculino;dinheiro
2025-10-07 10:40:51.621971;672;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Theresa Smith;feminino;pix
2025-10-07 12:05:11.295910;673;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Dale Post;masculino;cartão de crédito
2025-10-07 12:15:57.013123;674;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Andy Swick;masculino;pix
2025-10-07 16:36:08.946841;675;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Steve Cruz;masculino;pix
2025-10-08 11:08:18.137255;676;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Steven Parris;masculino;boleto
2025-10-08 13:39:08.244924;677;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Mable Wroblewski;feminino;boleto
2025-10-09 08:54:51.036135;678;São Paulo;Ana Oliveira;Tablet Apple Ipad;Kelly Robichaux;feminino;pix
2025-10-09 12:59:56.323877;679;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Mark Riordan;masculino;pix
2025-10-10 06:27:12.571336;680;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Jeff Gomes;masculino;boleto
2025-10-10 06:57:33.034101;681;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Anna Howard;feminino;pix
2025-10-10 07:57:07.846078;682;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Devin Mccracken;masculino;cartão de crédito
2025-10-10 12:41:07.157109;683;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Linda Bowens;feminino;boleto
2025-10-10 16:13:51.107871;684;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Kimberly Bates;feminino;dinheiro
2025-10-11 10:24:21.098787;685;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;James Usher;masculino;pix
2025-10-11 12:04:22.933625;686;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Jeff Dean;masculino;pix
2025-10-11 13:35:50.767793;687;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Mark Lanier;masculino;dinheiro
2025-10-12 08:38:09.856015;688;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Lauren Taylor;feminino;boleto
2025-10-12 09:54:09.255998;689;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Tyler Thomas;masculino;boleto
2025-10-12 10:40:14.854796;690;Florianópolis;Tiago Lima;Smartwatch Garmin;David Perkins;masculino;boleto
2025-10-12 12:47:13.536781;691;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Mary Rosado;feminino;boleto
2025-10-12 14:14:46.930719;692;São Paulo;Ana Oliveira;Smartwatch Garmin;Paula Lavin;feminino;pix
2025-10-13 05:59:12.929389;693;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Lynn Short;masculino;boleto
2025-10-13 08:06:16.968339;694;São Paulo;Lucas Pereira;Tablet Apple Ipad;James Learn;masculino;dinheiro
2025-10-13 08:13:49.635784;695;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Benjamin Obrien;masculino;pix
2025-10-13 10:02:17.786138;696;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jerry Lohr;masculino;cartão de crédito
2025-10-13 10:41:23.167718;697;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jennifer Gaston;feminino;cartão de crédito
2025-10-14 11:16:07.242975;698;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Betty Wooldridge;feminino;boleto
2025-10-14 15:46:08.473943;699;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Pamela Dudley;feminino;boleto
2025-10-15 06:20:42.424136;700;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Ronnie Bryan;masculino;cartão de crédito
2025-10-15 09:12:19.453335;701;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Michael Hewett;masculino;cartão de crédito
2025-10-15 11:28:35.587587;702;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Isobel Bugarin;feminino;boleto
2025-10-15 12:22:42.112167;703;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Ian East;masculino;boleto
2025-10-15 13:33:22.946626;704;São Paulo;Lucas Pereira;Smartwatch Garmin;Julie Borda;feminino;dinheiro
2025-10-15 14:51:53.176949;705;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Mary Dunnington;feminino;pix
2025-10-16 05:53:45.045587;706;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Miguel Story;masculino;boleto
2025-10-16 06:43:56.328878;707;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Helen Anderson;feminino;pix
2025-10-16 09:03:52.127381;708;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Timothy Hollowell;masculino;dinheiro
2025-10-16 12:57:50.410741;709;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Maria Reed;feminino;dinheiro
2025-10-16 16:01:10.956354;710;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Joel Boyd;masculino;pix
2025-10-17 07:09:43.253007;711;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dennis Ordonez;masculino;pix
2025-10-17 10:29:56.083170;712;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Elsie Bova;feminino;dinheiro
2025-10-17 12:04:19.737311;713;São Paulo;Ana Oliveira;Smartwatch Garmin;Teresa Ashley;feminino;dinheiro
2025-10-17 13:41:54.634973;714;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Phillip Campbell;masculino;dinheiro
2025-10-17 15:17:49.781224;715;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Gerald Thao;masculino;pix
2025-10-18 05:48:11.909625;716;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Genevieve Norris;feminino;boleto
2025-10-18 06:00:16.554941;717;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Dominic Shipley;masculino;dinheiro
2025-10-18 10:02:54.997843;718;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;David Straw;masculino;dinheiro
2025-10-18 12:36:55.127475;719;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Elizabeth Smith;feminino;pix
2025-10-18 14:00:17.537126;720;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Dianna Houle;feminino;pix
2025-10-18 16:35:13.500251;721;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Eva Dillard;feminino;pix
2025-10-19 06:14:17.489135;722;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Betty Hankins;feminino;boleto
2025-10-19 06:55:12.903385;723;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Mary Hilton;feminino;boleto
2025-10-19 10:07:43.249003;724;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Rebecca Melendez;feminino;dinheiro
2025-10-19 10:22:24.046773;725;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Willie Ledford;feminino;pix
2025-10-19 10:26:09.170377;726;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Rae Sistrunk;feminino;dinheiro
2025-10-19 10:56:56.561455;727;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Betty Loiseau;feminino;boleto
2025-10-19 12:44:47.378456;728;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Cody Odonell;masculino;boleto
2025-10-19 12:49:06.862876;729;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Sean Baldrige;masculino;dinheiro
2025-10-19 13:53:51.586171;730;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Richard Youmans;masculino;dinheiro
2025-10-20 06:57:38.582851;731;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Elizabeth Hills;feminino;cartão de crédito
2025-10-20 10:34:13.884730;732;São Paulo;Ana Oliveira;Smartwatch Garmin;Roland Stahl;masculino;boleto
2025-10-20 11:30:50.540856;733;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Diane Deanda;feminino;pix
2025-10-20 16:31:11.998656;734;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Kathleen Paul;feminino;cartão de crédito
2025-10-20 16:34:18.539446;735;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Nancy Russell;feminino;boleto
2025-10-21 06:00:34.288730;736;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Lewis Suiter;masculino;boleto
2025-10-21 06:21:17.830719;737;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Phyllis Mann;feminino;cartão de crédito
2025-10-21 06:50:15.039230;738;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Eleanor Coughlin;feminino;boleto
2025-10-21 10:53:09.458052;739;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Avis Fetters;feminino;boleto
2025-10-22 06:43:07.468172;740;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Sandra Olmstead;feminino;pix
2025-10-22 07:11:12.599332;741;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Leonard Dergance;masculino;cartão de crédito
2025-10-22 08:35:51.600701;742;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Donald Yarbrough;masculino;boleto
2025-10-22 08:38:12.837269;743;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jose Benz;masculino;pix
2025-10-22 10:50:20.249288;744;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Danny Alexander;masculino;dinheiro
2025-10-22 11:22:06.844836;745;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Kimberly Lechner;feminino;cartão de crédito
2025-10-22 12:15:12.317975;746;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Faith Omara;feminino;pix
2025-10-22 12:47:51.164023;747;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Harry Beede;masculino;cartão de crédito
2025-10-22 15:09:19.718219;748;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Regina Burgess;feminino;dinheiro
